Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
4012057438,2021-07-07 09:51:17,2021-07-07 08:48:00,Providence,Rhode Island,401,Dropped call or no message,
4156563295,2021-07-07 09:51:20,2021-06-29 10:21:00,,California,415,Other,
7342910404,2021-07-07 09:51:21,2021-07-07 09:48:00,Canton,Michigan,734,Other,N
7863745577,2021-07-07 09:51:22,2021-07-07 09:25:00,,Florida,786,Other,Y
7168063900,2021-07-07 09:51:35,2021-07-07 09:44:00,Portville,New York,716,Medical  & prescriptions,Y
5187942395,2021-07-07 09:51:36,2021-07-07 09:38:00,,New York,315,Medical  & prescriptions,N
8645324774,2021-07-07 09:51:55,2021-07-07 09:40:00,Rock Hill,South Carolina,803,Other,Y
8448135756,2021-07-07 09:52:02,2021-07-06 15:39:00,East Longmeadow,Massachusetts,413,"Calls pretending to be government, businesses, or family and friends",Y
8888489321,2021-07-07 09:52:03,2021-07-07 09:51:00,,Georgia,770,Other,Y
3322234742,2021-07-07 09:52:05,2021-07-07 09:27:00,Oceanside,New York,516,"Energy, solar,  & utilities",Y
4706719150,2021-07-07 09:52:36,2021-07-06 19:17:00,Atlanta,Georgia,770,"Calls pretending to be government, businesses, or family and friends",Y
9514761725,2021-07-07 09:52:36,2021-06-29 09:34:00,,California,415,Other,
4402360367,2021-07-07 09:52:43,2021-07-07 09:00:00,,Ohio,440,Other,N
7073794006,2021-07-07 09:53:05,2021-07-06 12:54:00,,Florida,813,No Subject Provided,N
5026865394,2021-07-07 09:53:02,2021-07-07 09:52:00,LOUISVILLE,Kentucky,502,Warranties  & protection plans,Y
2815122390,2021-07-07 09:53:11,2021-07-06 15:30:00,,Texas,281,Dropped call or no message,Y
6094298427,2021-07-07 09:53:13,2021-07-07 09:51:00,,Georgia,678,Warranties  & protection plans,Y
3524781078,2021-07-07 09:53:17,2021-07-06 14:15:00,,Florida,352,Dropped call or no message,N
7342910316,2021-07-07 09:53:21,2021-07-07 09:42:00,Canton,Michigan,734,Other,N
8003664291,2021-07-07 09:53:31,2021-07-07 09:52:00,,Maryland,410,Dropped call or no message,N
7323132222,2021-07-07 09:53:50,2021-07-07 09:06:00,Edison,New Jersey,732,Dropped call or no message,Y
2078495042,2021-07-07 09:53:51,2021-07-07 09:50:00,,Maine,207,Warranties  & protection plans,Y
2392684080,2021-07-07 09:53:57,2021-07-07 09:48:00,naples,Florida,239,Other,N
6098108926,2021-07-07 09:54:00,2021-06-04 13:44:00,,New York,631,Computer  & technical support,Y
2542510262,2021-07-07 09:54:12,2021-07-07 07:46:00,El Paso,Texas,254,Warranties  & protection plans,Y
9038293223,2021-07-07 09:54:14,2021-06-30 08:49:00,,Washington,206,Other,Y
8042296030,2021-07-07 09:54:18,2021-07-07 09:53:00,,Virginia,804,Other,Y
7709917913,2021-07-07 09:54:21,2021-07-07 09:02:00,Atlanta,Georgia,770,"Calls pretending to be government, businesses, or family and friends",Y
4074390702,2021-07-07 09:54:50,2021-07-07 09:00:00,,Florida,407,Other,Y
8884041153,2021-07-07 09:54:52,2021-07-06 15:44:00,,Washington,360,"Calls pretending to be government, businesses, or family and friends",Y
2142240875,2021-07-07 09:55:01,2021-07-06 17:45:00,Flower Mound,Texas,972,Other,Y
9084661437,2021-07-07 09:55:02,2021-07-07 09:45:00,Edison,New Jersey,908,Dropped call or no message,Y
2542761478,2021-07-07 09:55:14,2021-07-06 14:40:00,El Paso,Texas,254,Warranties  & protection plans,N
2523855001,2021-07-07 09:55:28,2021-07-06 08:09:00,,Washington,206,Other,Y
,2021-07-07 09:55:31,2021-07-07 10:43:00,Apple Grove,West Virginia,302,"Calls pretending to be government, businesses, or family and friends",N
3019097353,2021-07-07 09:55:32,2021-07-07 09:16:00,Alexandria,Virginia,703,Warranties  & protection plans,Y
2678288126,2021-07-07 09:55:36,2021-07-06 13:18:00,Bradenton,Florida,941,Other,Y
6318345328,2021-07-07 09:55:48,2021-06-09 13:06:00,,New York,631,Computer  & technical support,Y
7157974766,2021-07-07 09:55:53,2021-07-07 08:07:00,,Wisconsin,715,"Calls pretending to be government, businesses, or family and friends",Y
3174838437,2021-07-07 09:55:54,2021-07-07 07:39:00,Longmont,Indiana,317,Other,N
8632634271,2021-07-07 09:55:57,2021-07-06 12:01:00,El Paso,Texas,254,Warranties  & protection plans,N
2256656410,2021-07-07 09:55:59,2021-07-07 08:51:00,,Louisiana,504,Medical  & prescriptions,Y
5853022209,2021-07-07 09:56:30,2021-07-07 09:55:00,Jamaica,New York,718,Other,N
2547203942,2021-07-07 09:56:36,2021-07-06 12:00:00,El Paso,Texas,254,Warranties  & protection plans,N
9547271223,2021-07-07 09:56:49,2021-07-07 09:23:00,,Florida,954,Computer  & technical support,Y
8182167740,2021-07-07 09:56:50,2021-07-05 00:00:00,,California,818,Other,Y
9728759337,2021-07-07 09:56:51,2021-07-06 18:49:00,Flower Mound,Texas,972,Other,Y
2164107482,2021-07-07 09:56:55,2021-07-07 09:30:00,NORTH RIDGEVILLE,Ohio,440,Other,N
5742692979,2021-07-07 09:56:57,2021-07-02 19:02:00,Goshen,Indiana,574,Other,
4234565147,2021-07-07 09:57:07,2021-07-07 09:56:00,Kingsport,Tennessee,423,Other,Y
8452862774,2021-07-07 09:57:08,2021-07-07 09:53:00,,New York,845,No Subject Provided,Y
1273805173,2021-07-07 09:57:17,2021-07-06 14:48:00,,Florida,352,Dropped call or no message,N
8888489321,2021-07-07 09:57:22,2021-07-07 09:56:00,Cleveland,Tennessee,423,Other,Y
9294478127,2021-07-07 09:57:24,2021-07-07 09:00:00,Jamaica,New York,718,Other,N
6084536992,2021-07-07 09:57:27,2021-07-07 09:55:00,LAKE WYLIE,South Carolina,803,Computer  & technical support,Y
5744445688,2021-07-07 09:57:32,2021-07-03 18:09:00,Goshen,Indiana,574,Other,
8136084537,2021-07-07 09:57:34,2021-07-07 09:34:00,SUN CITY CENTER,Florida,813,Dropped call or no message,N
2544644842,2021-07-07 09:57:38,2021-07-06 11:59:00,El Paso,Texas,254,"Reducing your debt (credit cards, mortgage, student loans)",N
7179276953,2021-07-07 09:57:42,2021-07-07 09:46:00,,Pennsylvania,610,"Energy, solar,  & utilities",N
8333041447,2021-07-07 09:57:44,2021-07-07 10:30:00,Orlando,Florida,603,Warranties  & protection plans,Y
5182059887,2021-07-07 09:57:52,2021-07-07 09:45:00,Clifton Park,New York,518,Medical  & prescriptions,N
8182167722,2021-07-07 09:57:56,2021-07-05 00:00:00,,California,818,No Subject Provided,Y
3305919148,2021-07-07 09:58:01,2021-07-07 09:55:00,avon,Ohio,216,Other,N
7706280766,2021-07-07 09:58:06,2021-07-07 09:55:00,,Georgia,770,Home improvement  & cleaning,N
8154685522,2021-07-07 09:58:10,2021-07-07 08:50:00,,Illinois,815,Other,Y
6153576926,2021-07-07 09:58:14,2021-07-06 17:12:00,,Tennessee,615,No Subject Provided,
8336691545,2021-07-07 09:58:14,2021-06-15 15:40:00,,New York,631,"Calls pretending to be government, businesses, or family and friends",Y
5027381994,2021-07-07 09:58:26,2021-07-05 09:39:00,Louisville,Kentucky,502,Other,Y
9782559093,2021-07-07 09:58:36,2021-07-07 09:53:00,,Massachusetts,978,No Subject Provided,Y
4069363733,2021-07-07 09:58:45,2021-07-07 09:50:00,,Florida,954,Warranties  & protection plans,Y
4075671770,2021-07-07 09:58:47,2021-07-07 09:42:00,,Florida,352,Dropped call or no message,N
8044539127,2021-07-07 09:58:53,2021-07-07 10:53:00,GLEN ALLEN,Virginia,804,Other,Y
2546470899,2021-07-07 09:58:54,2021-06-30 08:13:00,El Paso,Texas,254,Warranties  & protection plans,N
9084766786,2021-07-07 09:59:05,2021-07-07 09:44:00,Benson,North Carolina,919,Medical  & prescriptions,N
8133454999,2021-07-07 09:59:10,2021-07-06 12:39:00,SUN CITY CENTER,Florida,813,Dropped call or no message,N
9282641053,2021-07-07 09:59:17,2021-07-06 09:24:00,,Texas,210,Other,Y
1407289568,2021-07-07 09:59:26,2021-07-06 19:31:00,,California,818,Other,Y
7632949446,2021-07-07 09:59:37,2021-07-06 00:00:00,,Minnesota,763,"Calls pretending to be government, businesses, or family and friends",N
7372761052,2021-07-07 09:59:42,2021-06-25 08:51:00,El Paso,Texas,254,"Reducing your debt (credit cards, mortgage, student loans)",N
5038965691,2021-07-07 09:59:42,2021-07-07 09:00:00,,Texas,832,Other,Y
5745338187,2021-07-07 09:59:43,2021-07-06 10:38:00,Goshen,Indiana,574,Other,
6108507156,2021-07-07 09:59:46,2021-07-07 09:26:00,,Pennsylvania,610,Warranties  & protection plans,Y
2074606221,2021-07-07 10:00:06,2021-07-05 20:44:00,ELIZABETHTOWN,North Carolina,910,"Reducing your debt (credit cards, mortgage, student loans)",Y
7179990896,2021-07-07 10:00:08,2021-07-07 09:15:00,lititz,Pennsylvania,717,Warranties  & protection plans,N
3852253568,2021-07-07 10:00:13,2021-07-06 17:32:00,Herriman,Utah,801,Medical  & prescriptions,Y
3462098797,2021-07-07 10:00:19,2021-07-07 09:45:00,Tullahoma,Tennessee,931,"Calls pretending to be government, businesses, or family and friends",Y
8188146977,2021-07-07 10:00:27,2021-07-06 12:25:00,,California,818,Other,Y
5744651557,2021-07-07 10:00:27,2021-07-06 20:32:00,Goshen,Indiana,574,Other,
2038965898,2021-07-07 10:00:31,2021-07-07 09:55:00,Norwalk,Connecticut,203,Warranties  & protection plans,Y
7162213826,2021-07-07 10:00:44,2021-07-07 09:40:00,,New York,718,No Subject Provided,Y
2626626768,2021-07-07 10:00:44,2021-07-07 09:57:00,Silver Spring,Maryland,301,Warranties  & protection plans,Y
8149028313,2021-07-07 10:00:48,2021-07-07 08:58:00,,Pennsylvania,814,Warranties  & protection plans,Y
262966,2021-07-07 10:00:48,2021-07-02 12:00:00,Farmington,New Mexico,505,"Calls pretending to be government, businesses, or family and friends",N
9416559965,2021-07-07 10:00:49,2021-07-07 09:11:00,anna maria,Florida,941,No Subject Provided,N
6314055901,2021-07-07 10:01:04,2021-07-07 09:07:00,,New York,631,Warranties  & protection plans,Y
7405359392,2021-07-07 10:01:08,2021-07-07 10:41:00,Stratford,Connecticut,203,Other,Y
2132617901,2021-07-07 10:01:11,2021-07-06 10:24:00,Goshen,Indiana,574,Other,
3365664514,2021-07-07 10:01:17,2021-07-07 09:59:00,clemmons,North Carolina,336,Warranties  & protection plans,Y
2256656410,2021-07-07 10:01:20,2021-07-06 14:30:00,,Louisiana,504,Medical  & prescriptions,Y
2533857257,2021-07-07 10:01:23,2021-07-06 00:00:00,Saint Clair Shores,Michigan,586,"Lotteries, prizes  & sweepstakes",Y
8885393549,2021-07-07 10:01:37,2021-07-06 12:50:00,,California,818,Other,Y
2678637630,2021-07-07 10:01:49,2021-07-07 09:44:00,Mullica Hill,New Jersey,856,Other,Y
5862903028,2021-07-07 10:01:50,2021-07-06 00:00:00,,Louisiana,504,Other,Y
3176100650,2021-07-07 10:01:50,2021-07-06 14:05:00,Goshen,Indiana,574,Other,
6074449996,2021-07-07 10:01:52,2021-07-07 09:21:00,Ithaca,New York,607,Warranties  & protection plans,Y
5045737052,2021-07-07 10:02:21,2021-07-06 10:23:00,,Louisiana,504,Other,Y
5744651555,2021-07-07 10:02:30,2021-07-06 13:52:00,Goshen,Indiana,574,Other,
3104245956,2021-07-07 10:02:53,2021-07-07 06:49:00,Los Angeles,California,310,Dropped call or no message,
7404602120,2021-07-07 10:02:56,2021-07-07 09:06:00,Vienna,Virginia,703,Warranties  & protection plans,Y
2253969782,2021-07-07 10:02:58,2021-07-05 16:29:00,,Louisiana,504,Other,Y
5404960141,2021-07-07 10:03:00,2021-07-07 09:54:00,Covington,Virginia,540,Warranties  & protection plans,Y
2193008263,2021-07-07 10:03:03,2021-07-06 13:45:00,Goshen,Indiana,574,Other,
8885393549,2021-07-07 10:03:04,2021-07-06 12:52:00,,California,818,Other,Y
3366442108,2021-07-07 10:03:28,2021-07-07 09:57:00,spring city,Tennessee,336,Other,Y
3033347075,2021-07-07 10:03:32,2021-07-07 10:00:00,,Florida,407,"Calls pretending to be government, businesses, or family and friends",Y
5412490129,2021-07-07 10:03:33,2021-07-07 12:00:00,Austin,Texas,716,"Calls pretending to be government, businesses, or family and friends",N
,2021-07-07 10:04:07,2021-07-06 11:48:00,,New Jersey,973,No Subject Provided,N
8007608043,2021-07-07 10:04:11,2021-07-06 14:47:00,,New York,518,"Calls pretending to be government, businesses, or family and friends",Y
3463470361,2021-07-07 10:04:17,2021-07-06 09:43:00,Mullica Hill,New Jersey,856,Other,Y
4123079763,2021-07-07 10:04:21,2021-07-07 09:19:00,Glassport,Pennsylvania,412,Dropped call or no message,Y
7323257739,2021-07-07 10:04:22,2021-07-07 09:54:00,New Rochelle,New York,914,Other,Y
2247886363,2021-07-07 10:04:59,2021-07-07 09:58:00,,Massachusetts,781,No Subject Provided,Y
8885393549,2021-07-07 10:05:00,2021-07-06 12:52:00,,California,818,Other,Y
2149834482,2021-07-07 10:05:00,2021-07-07 09:02:00,LEWISVILLE,Texas,214,Warranties  & protection plans,Y
,2021-07-07 10:05:26,2021-07-06 14:43:00,,New Jersey,973,No Subject Provided,N
7063470333,2021-07-07 10:05:10,2021-07-07 08:53:00,Greensboro,Georgia,706,Other,Y
9362437688,2021-07-07 10:05:11,2021-07-07 09:03:00,Montgomery,Texas,936,"Calls pretending to be government, businesses, or family and friends",Y
6162716210,2021-07-07 10:06:07,2021-07-06 12:35:00,,Florida,305,No Subject Provided,N
5187353040,2021-07-07 10:05:20,2021-07-06 09:39:00,,New York,518,"Calls pretending to be government, businesses, or family and friends",Y
4042180721,2021-07-07 10:05:23,2021-07-07 07:03:00,Trabuco Canyon,California,404,Warranties  & protection plans,Y
4438531166,2021-07-07 10:05:44,2021-07-07 09:41:00,Tonawanda,New York,716,Other,N
5412413199,2021-07-07 10:05:47,2021-07-07 11:00:00,Winter Garden,Florida,407,"Calls pretending to be government, businesses, or family and friends",Y
4153771403,2021-07-07 10:05:48,2021-07-06 00:00:00,Pleasanton,California,510,Other,N
5172089423,2021-07-07 10:05:50,2021-07-07 08:50:00,,Georgia,404,Warranties  & protection plans,Y
2084378429,2021-07-07 10:05:57,2021-07-06 13:28:00,,California,818,Other,Y
5182657369,2021-07-07 10:06:02,2021-07-02 10:09:00,MECHANICVILLE,New York,518,Medical  & prescriptions,Y
3015859369,2021-07-07 10:06:14,2021-07-07 10:38:00,Fredericksburg,Virginia,301,Other,Y
5304357072,2021-07-07 10:06:16,2021-07-06 13:56:00,La Quinta,California,530,Other,Y
,2021-07-07 10:06:43,2021-07-06 14:50:00,,New Jersey,973,No Subject Provided,N
9193740149,2021-07-07 10:06:28,2021-07-06 11:50:00,Virginia Beach,Virginia,919,Medical  & prescriptions,
8888489321,2021-07-07 10:06:32,2021-07-07 09:59:00,,New Jersey,609,Dropped call or no message,Y
4192160454,2021-07-07 10:06:33,2021-07-07 10:01:00,Lima,Ohio,419,"Calls pretending to be government, businesses, or family and friends",Y
5173952548,2021-07-07 10:06:34,2021-07-05 08:54:00,Mullica Hill,New Jersey,856,Other,Y
8042038591,2021-07-07 10:06:44,2021-07-07 10:13:00,GLEN ALLEN,Virginia,804,Other,Y
7062872844,2021-07-07 10:06:45,2021-07-07 10:05:00,Greensboro,Georgia,706,Other,Y
533988925,2021-07-07 10:07:13,2021-07-06 13:58:00,,California,818,Charities,Y
4199385187,2021-07-07 10:07:28,2021-07-07 09:04:00,,Minnesota,612,Warranties  & protection plans,Y
6098747886,2021-07-07 10:07:30,2021-07-07 09:56:00,North Haledon,New Jersey,917,"Reducing your debt (credit cards, mortgage, student loans)",N
5098388780,2021-07-07 10:07:33,2021-07-06 17:22:00,,Idaho,208,Dropped call or no message,N
,2021-07-07 10:07:58,2021-07-06 16:34:00,,New Jersey,973,No Subject Provided,N
2622161505,2021-07-07 10:07:44,2021-07-07 09:05:00,Mequon,Wisconsin,262,Other,Y
5308231034,2021-07-07 10:07:46,2021-07-06 08:18:00,La Quinta,California,530,Other,Y
5404561810,2021-07-07 10:07:52,2021-07-05 12:00:00,Ashley,Pennsylvania,570,"Lotteries, prizes  & sweepstakes",N
8636779166,2021-07-07 10:09:12,2021-07-06 12:58:00,,Florida,305,No Subject Provided,N
5126755353,2021-07-07 10:08:24,2021-07-06 16:15:00,,Idaho,208,Dropped call or no message,N
5617783469,2021-07-07 10:08:24,2021-07-07 10:02:00,WEST PALM BEACH,Florida,561,"Energy, solar,  & utilities",N
7204149347,2021-07-07 10:08:26,2021-07-06 11:28:00,NORTH CHARLESTON,South Carolina,720,Warranties  & protection plans,Y
2065932078,2021-07-07 10:08:29,2021-07-02 10:54:00,,Georgia,404,Warranties  & protection plans,Y
3168889649,2021-07-07 10:08:35,2021-07-06 15:06:00,Middletown,Delaware,302,Other,Y
2622161574,2021-07-07 10:08:47,2021-07-06 00:00:00,Mequon,Wisconsin,262,Warranties  & protection plans,Y
8557336694,2021-07-07 10:09:06,2021-07-06 08:55:00,Austin,Texas,512,No Subject Provided,
8009284485,2021-07-07 10:09:10,2021-07-01 09:09:00,Mullica Hill,New Jersey,856,Warranties  & protection plans,Y
4695755516,2021-07-07 10:09:13,2021-07-06 18:30:00,Greensboro,Georgia,706,"Reducing your debt (credit cards, mortgage, student loans)",N
9805000054,2021-07-07 10:09:19,2021-07-07 10:03:00,,Ohio,513,Other,Y
2083706010,2021-07-07 10:09:20,2021-07-06 14:30:00,,Idaho,208,Dropped call or no message,N
3058957474,2021-07-07 10:09:48,2021-07-07 09:28:00,New York,New York,305,Other,Y
7272156509,2021-07-07 10:09:48,2021-07-07 00:00:00,Safety Harbor,Florida,727,"Calls pretending to be government, businesses, or family and friends",Y
5125591114,2021-07-07 10:09:52,2021-07-07 10:06:00,Niskayuna,New York,518,Other,N
6612713952,2021-07-07 10:09:53,2021-07-06 12:36:00,Austin,Texas,512,No Subject Provided,
9175126605,2021-07-07 10:09:57,2021-07-07 08:31:00,North Haledon,New Jersey,321,"Reducing your debt (credit cards, mortgage, student loans)",N
2253205159,2021-07-07 10:09:59,2021-07-07 09:04:00,,Louisiana,225,Other,N
8135354011,2021-07-07 10:10:00,2021-07-07 10:04:00,Sun City Center,Florida,813,Warranties  & protection plans,Y
9497718076,2021-07-07 10:10:01,2021-07-06 18:03:00,Greensboro,Georgia,706,Other,Y
6573006271,2021-07-07 10:10:03,2021-07-06 15:10:00,Mancos,Colorado,970,Other,N
2084005737,2021-07-07 10:10:08,2021-07-06 14:11:00,,Idaho,208,Dropped call or no message,N
2622161545,2021-07-07 10:10:08,2021-07-06 13:14:00,Mequon,Wisconsin,262,Warranties  & protection plans,Y
6465856410,2021-07-07 10:10:16,2021-07-07 09:57:00,Ponte Vedra Beach,Florida,516,Other,N
7123971491,2021-07-07 10:10:24,2021-07-07 09:09:00,Puyallup,Washington,253,Other,Y
3345770433,2021-07-07 10:10:28,2021-07-07 09:08:00,Farmington,Arkansas,334,Warranties  & protection plans,Y
4022466771,2021-07-07 10:10:33,2021-07-07 09:14:00,,Texas,210,Warranties  & protection plans,Y
3058956965,2021-07-07 10:10:36,2021-07-07 09:20:00,New York,New York,305,Other,Y
2028974594,2021-07-07 10:10:37,2021-07-07 09:55:00,,Massachusetts,781,No Subject Provided,Y
3312587323,2021-07-07 10:10:39,2021-07-07 09:05:00,,Georgia,404,Warranties  & protection plans,Y
5632999211,2021-07-07 10:10:39,2021-07-07 09:00:00,Illinois City,Illinois,563,"Calls pretending to be government, businesses, or family and friends",Y
8449721983,2021-07-07 10:10:55,2021-07-06 17:49:00,Greensboro,Georgia,706,Other,Y
9102100669,2021-07-07 10:10:55,2021-07-07 10:55:00,New Bern,North Carolina,910,Other,Y
6077252091,2021-07-07 10:10:58,2021-07-07 08:29:00,North Haledon,New Jersey,321,"Reducing your debt (credit cards, mortgage, student loans)",Y
4753434755,2021-07-07 10:11:07,2021-07-07 10:00:00,,New Jersey,973,Other,Y
3174764397,2021-07-07 10:11:18,2021-07-07 10:09:00,,Indiana,317,"Reducing your debt (credit cards, mortgage, student loans)",Y
8333041447,2021-07-07 10:11:24,2021-07-06 11:41:00,LEBANON,Pennsylvania,717,Warranties  & protection plans,Y
4142607631,2021-07-07 10:11:24,2021-07-07 09:02:00,Germantown,Wisconsin,414,Dropped call or no message,Y
6319278745,2021-07-07 10:11:25,2021-06-30 11:37:00,Mullica Hill,New Jersey,856,Warranties  & protection plans,Y
2622161472,2021-07-07 10:11:25,2021-07-06 09:22:00,Mequon,Wisconsin,262,Warranties  & protection plans,Y
7547554005,2021-07-07 10:11:30,2021-07-06 20:50:00,New York,New York,305,Other,Y
4344272540,2021-07-07 10:11:31,2021-07-06 15:37:00,WEST PALM BEACH,Florida,561,"Calls pretending to be government, businesses, or family and friends",Y
5165170833,2021-07-07 10:11:36,2021-07-07 09:49:00,,New York,516,Warranties  & protection plans,Y
8008722657,2021-07-07 10:11:38,2021-07-06 11:24:00,,Maryland,410,"Reducing your debt (credit cards, mortgage, student loans)",Y
4804874102,2021-07-07 10:11:38,2021-07-07 07:03:00,Mesa,Arizona,602,Warranties  & protection plans,Y
706287284,2021-07-07 10:11:49,2021-07-06 16:39:00,Greensboro,Georgia,706,Other,Y
9037656031,2021-07-07 10:11:50,2021-07-07 09:10:00,Houston,Texas,713,Other,Y
5854178840,2021-07-07 10:11:51,2021-07-07 10:09:00,,New York,585,Warranties  & protection plans,Y
9172137965,2021-07-07 10:11:55,2021-07-07 20:31:00,North Haledon,New Jersey,321,"Reducing your debt (credit cards, mortgage, student loans)",N
5513179497,2021-07-07 10:12:09,2021-07-07 10:04:00,Lyndhurst,New Jersey,201,Warranties  & protection plans,Y
6503551992,2021-07-07 10:12:15,2021-07-07 12:00:00,Palo Alto,California,650,"Calls pretending to be government, businesses, or family and friends",Y
8005078317;222,2021-07-07 10:12:32,2021-07-07 10:54:00,Easthampton,Massachusetts,413,"Lotteries, prizes  & sweepstakes",N
6077252091,2021-07-07 10:12:34,2021-07-06 14:31:00,North Haledon,New Jersey,321,"Reducing your debt (credit cards, mortgage, student loans)",N
9497718076,2021-07-07 10:12:35,2021-07-07 10:11:00,Greensboro,Georgia,706,Other,Y
2622161449,2021-07-07 10:12:56,2021-07-02 10:59:00,Mequon,Wisconsin,262,Warranties  & protection plans,Y
8563295195,2021-07-07 10:12:56,2021-06-30 09:30:00,Mullica Hill,New Jersey,856,Other,Y
3608122913,2021-07-07 10:13:05,2021-07-06 07:11:00,,California,415,Dropped call or no message,N
9035636691,2021-07-07 10:13:23,2021-07-07 09:06:00,Mount Pleasant,Texas,903,Medical  & prescriptions,N
8449721983,2021-07-07 10:13:27,2021-07-06 15:27:00,Greensboro,Georgia,706,Other,Y
9172137965,2021-07-07 10:13:33,2021-07-07 08:29:00,North Haledon,New Jersey,321,"Reducing your debt (credit cards, mortgage, student loans)",N
6183373462,2021-07-07 10:13:36,2021-07-07 09:06:00,Des Moines,Iowa,515,"Calls pretending to be government, businesses, or family and friends",Y
9522004445,2021-07-07 10:13:37,2021-07-07 10:11:00,Eagan,Minnesota,952,"Calls pretending to be government, businesses, or family and friends",Y
4025247752,2021-07-07 10:14:34,2021-07-07 09:10:00,,Nebraska,402,No Subject Provided,N
3058957726,2021-07-07 10:13:42,2021-07-06 12:04:00,New York,New York,305,Other,Y
7819334100,2021-07-07 10:13:57,2021-07-07 09:00:00,,Texas,832,Home improvement  & cleaning,Y
5012632648,2021-07-07 10:14:02,2021-07-07 09:11:00,,Arkansas,479,Dropped call or no message,Y
8624520329,2021-07-07 10:14:07,2021-07-02 06:27:00,North Haledon,New Jersey,321,"Reducing your debt (credit cards, mortgage, student loans)",N
5703088532,2021-07-07 10:14:11,2021-07-07 10:09:00,Mckeesport,Pennsylvania,412,Other,Y
3362345292,2021-07-07 10:14:13,2021-07-07 10:07:00,Lititz,Pennsylvania,717,Other,N
6195540919,2021-07-07 10:14:24,2021-07-07 07:00:00,Salida,California,510,Warranties  & protection plans,Y
2622161488,2021-07-07 10:14:26,2021-07-01 15:19:00,Mequon,Wisconsin,262,Warranties  & protection plans,Y
4154964555,2021-07-07 10:14:29,2021-07-06 10:12:00,,California,415,Dropped call or no message,N
9497718076,2021-07-07 10:14:35,2021-07-06 15:02:00,Greensboro,Georgia,706,Other,Y
5862715316,2021-07-07 10:15:12,2021-07-07 09:38:00,,Michigan,586,No Subject Provided,N
9728019363,2021-07-07 10:14:48,2021-07-06 13:42:00,Austin,Texas,512,No Subject Provided,
4698629674,2021-07-07 10:14:48,2021-07-07 10:06:00,Mount Pleasant,Texas,903,Medical  & prescriptions,Y
2623728016,2021-07-07 10:14:49,2021-07-02 11:51:00,New York,New York,305,Other,Y
2312165686,2021-07-07 10:14:57,2021-07-07 10:11:00,Muskegon,Michigan,231,"Calls pretending to be government, businesses, or family and friends",Y
7542580059,2021-07-07 10:15:05,2021-07-06 16:34:00,Lititz,Pennsylvania,717,Other,N
3463478361,2021-07-07 10:15:05,2021-06-30 19:46:00,Mullica Hill,New Jersey,856,Dropped call or no message,Y
5713804652,2021-07-07 10:15:11,2021-07-07 09:52:00,Longwood,Florida,407,No Subject Provided,N
8448770123,2021-07-07 10:15:17,2021-06-25 00:00:00,,Texas,512,"Reducing your debt (credit cards, mortgage, student loans)",Y
4069483170,2021-07-07 10:15:21,2021-07-07 08:00:00,,Montana,406,"Reducing your debt (credit cards, mortgage, student loans)",Y
8774054391,2021-07-07 10:15:21,2021-07-07 09:14:00,Montgomery,Alabama,334,Other,Y
4157225047,2021-07-07 10:15:24,2021-07-06 11:28:00,,California,415,Dropped call or no message,N
8162096308,2021-07-07 10:15:25,2021-07-06 10:48:00,Knob Noster,Missouri,916,Other,Y
8643369305,2021-07-07 10:15:32,2021-07-06 16:29:00,Austin,Texas,512,No Subject Provided,
7169374870,2021-07-07 10:15:35,2021-07-07 10:10:00,Portville,New York,716,Medical  & prescriptions,Y
6036592841,2021-07-07 10:15:37,2021-07-07 10:12:00,,New Hampshire,603,No Subject Provided,Y
6034288188,2021-07-07 10:15:39,2021-07-07 10:00:00,Parrish,Florida,603,Medical  & prescriptions,Y
4695755516,2021-07-07 10:15:42,2021-07-06 13:29:00,Greensboro,Georgia,706,Other,Y
9402337760,2021-07-07 10:16:54,2021-07-07 08:04:00,,Texas,940,No Subject Provided,N
7653092244,2021-07-07 10:15:47,2021-07-07 10:10:00,,North Carolina,980,Other,N
5085578997,2021-07-07 10:15:49,2021-07-06 12:23:00,,Maryland,410,Warranties  & protection plans,Y
5182809407,2021-07-07 10:15:59,2021-07-07 10:05:00,Schenectady,New York,518,Warranties  & protection plans,Y
,2021-07-07 10:16:02,2021-07-07 11:11:00,Mount Pleasant Mills,Pennsylvania,484,Medical  & prescriptions,Y
3525589753,2021-07-07 10:16:05,2021-07-07 10:08:00,Pompano Beach,Florida,954,Other,N
8592730313,2021-07-07 10:16:07,2021-07-07 09:04:00,Mount Pleasant,Texas,903,Medical  & prescriptions,N
8322899190,2021-07-07 10:16:08,2021-07-07 09:11:00,,Texas,346,Warranties  & protection plans,Y
9546410291,2021-07-07 10:16:09,2021-07-07 09:33:00,Fort Lauderdale,Florida,954,Other,Y
3213994557,2021-07-07 10:16:13,2021-07-07 09:51:00,Orlando,Florida,321,Other,Y
2022213776,2021-07-07 10:16:17,2021-07-07 11:13:00,,Virginia,703,Dropped call or no message,Y
8888415594,2021-07-07 10:16:18,2021-07-07 00:00:00,,Pennsylvania,724,No Subject Provided,
2078433059,2021-07-07 10:16:19,2021-07-06 16:36:00,Austin,Texas,512,No Subject Provided,
5673271943,2021-07-07 10:16:20,2021-07-06 14:23:00,,California,415,Dropped call or no message,N
